name,class_,origin,sample_hash,platform,amplification,replicate,fastq_filename,cov20_pc,median_depth,pangolin_lineage,pangolin_version
mmm-sispa-ont_s62394_2,mmm-sispa-ont,clinical,s62394,ont,sispa,2,mmm-sispa-ont_s62394_2*.fastq.gz,0.0,0,B.1.1.7,3.1.5
mmm-artic-ill_s71898_1,mmm-artic-ill,clinical,s71898,ill,artic,1,mmm-artic-ill_s71898_1*.fastq.gz,100.0,8520,B.1.177.17,3.1.5
mmm-artic-ill_s71898_2,mmm-artic-ill,clinical,s71898,ill,artic,2,mmm-artic-ill_s71898_2*.fastq.gz,100.0,4733,B.1.177.17,3.1.5
mmm-artic-ont_s71898_1,mmm-artic-ont,clinical,s71898,ont,artic,1,mmm-artic-ont_s71898_1*.fastq.gz,100.0,1278,B.1.177.17,3.1.5
mmm-artic-ont_s71898_2,mmm-artic-ont,clinical,s71898,ont,artic,2,mmm-artic-ont_s71898_2*.fastq.gz,100.0,2553,B.1.177.17,3.1.5
mmm-artic-ont_s71898_3,mmm-artic-ont,clinical,s71898,ont,artic,3,mmm-artic-ont_s71898_3*.fastq.gz,100.0,2160,B.1.177.17,3.1.5
mmm-artic-ont_s71898_4,mmm-artic-ont,clinical,s71898,ont,artic,4,mmm-artic-ont_s71898_4*.fastq.gz,100.0,2680,B.1.177.17,3.1.5
mmm-sispa-ill_s71898_1,mmm-sispa-ill,clinical,s71898,ill,sispa,1,mmm-sispa-ill_s71898_1*.fastq.gz,100.0,274,B.1.177.17,3.1.5
mmm-sispa-ill_s71898_2,mmm-sispa-ill,clinical,s71898,ill,sispa,2,mmm-sispa-ill_s71898_2*.fastq.gz,95.7426806338974,55,B.1.177.17,3.1.5
mmm-sispa-ont_s71898_1,mmm-sispa-ont,clinical,s71898,ont,sispa,1,mmm-sispa-ont_s71898_1*.fastq.gz,100.0,837,B.1.177.17,3.1.5
mmm-sispa-ont_s71898_2,mmm-sispa-ont,clinical,s71898,ont,sispa,2,mmm-sispa-ont_s71898_2*.fastq.gz,100.0,472,B.1.177.17,3.1.5
mmm-artic-ill_s96685_1,mmm-artic-ill,clinical,s96685,ill,artic,1,mmm-artic-ill_s96685_1*.fastq.gz,99.9395648670427,3582,,3.1.5
mmm-artic-ill_s96685_2,mmm-artic-ill,clinical,s96685,ill,artic,2,mmm-artic-ill_s96685_2*.fastq.gz,99.94963738920227,3220,,3.1.5
mmm-artic-ont_s96685_1,mmm-artic-ont,clinical,s96685,ont,artic,1,mmm-artic-ont_s96685_1*.fastq.gz,96.77343540155789,98,,3.1.5
mmm-artic-ont_s96685_2,mmm-artic-ont,clinical,s96685,ont,artic,2,mmm-artic-ont_s96685_2*.fastq.gz,99.98321246306742,474,,3.1.5
mmm-artic-ont_s96685_3,mmm-artic-ont,clinical,s96685,ont,artic,3,mmm-artic-ont_s96685_3*.fastq.gz,91.87147461724415,116,,3.1.5
mmm-artic-ont_s96685_4,mmm-artic-ont,clinical,s96685,ont,artic,4,mmm-artic-ont_s96685_4*.fastq.gz,93.9027665860865,203,,3.1.5
mmm-sispa-ill_s96685_1,mmm-sispa-ill,clinical,s96685,ill,sispa,1,mmm-sispa-ill_s96685_1*.fastq.gz,0.604351329572925,0,,3.1.5
mmm-sispa-ill_s96685_2,mmm-sispa-ill,clinical,s96685,ill,sispa,2,mmm-sispa-ill_s96685_2*.fastq.gz,0.0,0,,3.1.5
mmm-sispa-ont_s96685_1,mmm-sispa-ont,clinical,s96685,ont,sispa,1,mmm-sispa-ont_s96685_1*.fastq.gz,0.0,1,,3.1.5
mmm-sispa-ont_s96685_2,mmm-sispa-ont,clinical,s96685,ont,sispa,2,mmm-sispa-ont_s96685_2*.fastq.gz,14.07467096427612,2,,3.1.5
mmm-artic-ill_s56299_1,mmm-artic-ill,clinical,s56299,ill,artic,1,mmm-artic-ill_s56299_1*.fastq.gz,100.0,4348,,3.1.5
mmm-artic-ill_s56299_2,mmm-artic-ill,clinical,s56299,ill,artic,2,mmm-artic-ill_s56299_2*.fastq.gz,100.0,2487,,3.1.5
mmm-artic-ont_s56299_1,mmm-artic-ont,clinical,s56299,ont,artic,1,mmm-artic-ont_s56299_1*.fastq.gz,97.28713403169486,72,,3.1.5
mmm-artic-ont_s56299_2,mmm-artic-ont,clinical,s56299,ont,artic,2,mmm-artic-ont_s56299_2*.fastq.gz,96.6324200913242,155,,3.1.5
mmm-artic-ont_s56299_3,mmm-artic-ont,clinical,s56299,ont,artic,3,mmm-artic-ont_s56299_3*.fastq.gz,78.55895782970723,85,,3.1.5
mmm-artic-ont_s56299_4,mmm-artic-ont,clinical,s56299,ont,artic,4,mmm-artic-ont_s56299_4*.fastq.gz,91.81103948428687,154,,3.1.5
mmm-sispa-ill_s56299_1,mmm-sispa-ill,clinical,s56299,ill,sispa,1,mmm-sispa-ill_s56299_1*.fastq.gz,0.0,0,,3.1.5
mmm-sispa-ill_s56299_2,mmm-sispa-ill,clinical,s56299,ill,sispa,2,mmm-sispa-ill_s56299_2*.fastq.gz,0.0,0,,3.1.5
mmm-sispa-ont_s56299_1,mmm-sispa-ont,clinical,s56299,ont,sispa,1,mmm-sispa-ont_s56299_1*.fastq.gz,7.094413107708837,0,,3.1.5
mmm-sispa-ont_s56299_2,mmm-sispa-ont,clinical,s56299,ont,sispa,2,mmm-sispa-ont_s56299_2*.fastq.gz,2.1890948160085952,2,,3.1.5
mmm-artic-ill_s16621_1,mmm-artic-ill,clinical,s16621,ill,artic,1,mmm-artic-ill_s16621_1*.fastq.gz,99.94292237442922,5314,B.1.1.7,3.1.5
mmm-artic-ill_s16621_2,mmm-artic-ill,clinical,s16621,ill,artic,2,mmm-artic-ill_s16621_2*.fastq.gz,99.9395648670427,3862,B.1.1.7,3.1.5
mmm-artic-ont_s16621_1,mmm-artic-ont,clinical,s16621,ont,artic,1,mmm-artic-ont_s16621_1*.fastq.gz,100.0,2405,B.1.1.7,3.1.5
mmm-artic-ont_s16621_2,mmm-artic-ont,clinical,s16621,ont,artic,2,mmm-artic-ont_s16621_2*.fastq.gz,100.0,3945,B.1.1.7,3.1.5
mmm-artic-ont_s16621_3,mmm-artic-ont,clinical,s16621,ont,artic,3,mmm-artic-ont_s16621_3*.fastq.gz,100.0,2466,B.1.1.7,3.1.5
mmm-artic-ont_s16621_4,mmm-artic-ont,clinical,s16621,ont,artic,4,mmm-artic-ont_s16621_4*.fastq.gz,100.0,2656,B.1.1.7,3.1.5
mmm-sispa-ill_s16621_1,mmm-sispa-ill,clinical,s16621,ill,sispa,1,mmm-sispa-ill_s16621_1*.fastq.gz,99.98992747784045,10526,B.1.1.7,3.1.5
mmm-sispa-ill_s16621_2,mmm-sispa-ill,clinical,s16621,ill,sispa,2,mmm-sispa-ill_s16621_2*.fastq.gz,99.9798549556809,6583,B.1.1.7,3.1.5
mmm-sispa-ont_s16621_1,mmm-sispa-ont,clinical,s16621,ont,sispa,1,mmm-sispa-ont_s16621_1*.fastq.gz,100.0,14130,B.1.1.7,3.1.5
mmm-sispa-ont_s16621_2,mmm-sispa-ont,clinical,s16621,ont,sispa,2,mmm-sispa-ont_s16621_2*.fastq.gz,100.0,14693,B.1.1.7,3.1.5
mmm-artic-ill_s13528_1,mmm-artic-ill,clinical,s13528,ill,artic,1,mmm-artic-ill_s13528_1*.fastq.gz,97.36435670158474,976,B.1.258,3.1.5
mmm-artic-ill_s13528_2,mmm-artic-ill,clinical,s13528,ill,artic,2,mmm-artic-ill_s13528_2*.fastq.gz,94.26873489121677,496,B.1.258,3.1.5
mmm-artic-ill_s13528_3,mmm-artic-ill,clinical,s13528,ill,artic,3,mmm-artic-ill_s13528_3*.fastq.gz,77.61214074670964,490,B.1.258,3.1.5
mmm-artic-ont_s13528_1,mmm-artic-ont,clinical,s13528,ont,artic,1,mmm-artic-ont_s13528_1*.fastq.gz,100.0,2675,B.1.258,3.1.5
mmm-artic-ill_s11511_1,mmm-artic-ill,clinical,s11511,ill,artic,1,mmm-artic-ill_s11511_1*.fastq.gz,100.0,5313,B.1.177,3.1.5
mmm-artic-ill_s11511_2,mmm-artic-ill,clinical,s11511,ill,artic,2,mmm-artic-ill_s11511_2*.fastq.gz,100.0,5883,B.1.177,3.1.5
mmm-artic-ont_s11511_1,mmm-artic-ont,clinical,s11511,ont,artic,1,mmm-artic-ont_s11511_1*.fastq.gz,100.0,2106,B.1.177,3.1.5
mmm-artic-ont_s11511_2,mmm-artic-ont,clinical,s11511,ont,artic,2,mmm-artic-ont_s11511_2*.fastq.gz,100.0,4154,B.1.177,3.1.5
mmm-artic-ont_s11511_3,mmm-artic-ont,clinical,s11511,ont,artic,3,mmm-artic-ont_s11511_3*.fastq.gz,100.0,1928,B.1.177,3.1.5
mmm-artic-ont_s11511_4,mmm-artic-ont,clinical,s11511,ont,artic,4,mmm-artic-ont_s11511_4*.fastq.gz,100.0,3292,B.1.177,3.1.5
mmm-sispa-ill_s11511_1,mmm-sispa-ill,clinical,s11511,ill,sispa,1,mmm-sispa-ill_s11511_1*.fastq.gz,100.0,121,B.1.177,3.1.5
mmm-sispa-ill_s11511_2,mmm-sispa-ill,clinical,s11511,ill,sispa,2,mmm-sispa-ill_s11511_2*.fastq.gz,100.0,647,B.1.177,3.1.5
mmm-sispa-ont_s11511_1,mmm-sispa-ont,clinical,s11511,ont,sispa,1,mmm-sispa-ont_s11511_1*.fastq.gz,100.0,229,B.1.177,3.1.5
mmm-sispa-ont_s11511_2,mmm-sispa-ont,clinical,s11511,ont,sispa,2,mmm-sispa-ont_s11511_2*.fastq.gz,100.0,1380,B.1.177,3.1.5
mmm-artic-ill_s78022_1,mmm-artic-ill,clinical,s78022,ill,artic,1,mmm-artic-ill_s78022_1*.fastq.gz,97.04875100725222,864,B.1,3.1.5
mmm-artic-ont_s78022_1,mmm-artic-ont,clinical,s78022,ont,artic,1,mmm-artic-ont_s78022_1*.fastq.gz,100.0,889,B.1,3.1.5
mmm-artic-ill_s23460_1,mmm-artic-ill,clinical,s23460,ill,artic,1,mmm-artic-ill_s23460_1*.fastq.gz,97.23677142089713,1989,B.1.258,3.1.5
mmm-artic-ont_s23460_1,mmm-artic-ont,clinical,s23460,ont,artic,1,mmm-artic-ont_s23460_1*.fastq.gz,100.0,2972,B.1.258,3.1.5
mmm-artic-ill_s13935_1,mmm-artic-ill,clinical,s13935,ill,artic,1,mmm-artic-ill_s13935_1*.fastq.gz,95.39349986569971,491,B.1.1.7,3.1.5
mmm-artic-ont_s13935_1,mmm-artic-ont,clinical,s13935,ont,artic,1,mmm-artic-ont_s13935_1*.fastq.gz,100.0,1626,B.1.1.7,3.1.5
mmm-artic-ill_s53667_1,mmm-artic-ill,clinical,s53667,ill,artic,1,mmm-artic-ill_s53667_1*.fastq.gz,99.48630136986301,6667,B.1.258,3.1.5
mmm-artic-ill_s53667_2,mmm-artic-ill,clinical,s53667,ill,artic,2,mmm-artic-ill_s53667_2*.fastq.gz,99.26134837496643,4900,B.1.258,3.1.5
mmm-artic-ont_s53667_1,mmm-artic-ont,clinical,s53667,ont,artic,1,mmm-artic-ont_s53667_1*.fastq.gz,100.0,2130,B.1.258,3.1.5
mmm-artic-ont_s53667_2,mmm-artic-ont,clinical,s53667,ont,artic,2,mmm-artic-ont_s53667_2*.fastq.gz,100.0,5454,B.1.258,3.1.5
mmm-artic-ont_s53667_3,mmm-artic-ont,clinical,s53667,ont,artic,3,mmm-artic-ont_s53667_3*.fastq.gz,100.0,2790,B.1.258,3.1.5
mmm-artic-ont_s53667_4,mmm-artic-ont,clinical,s53667,ont,artic,4,mmm-artic-ont_s53667_4*.fastq.gz,100.0,2889,B.1.258,3.1.5
mmm-sispa-ill_s53667_1,mmm-sispa-ill,clinical,s53667,ill,sispa,1,mmm-sispa-ill_s53667_1*.fastq.gz,99.9798549556809,1433,B.1.258,3.1.5
mmm-sispa-ill_s53667_2,mmm-sispa-ill,clinical,s53667,ill,sispa,2,mmm-sispa-ill_s53667_2*.fastq.gz,99.98321246306742,2233,B.1.258,3.1.5
mmm-sispa-ont_s53667_1,mmm-sispa-ont,clinical,s53667,ont,sispa,1,mmm-sispa-ont_s53667_1*.fastq.gz,100.0,1977,B.1.258,3.1.5
mmm-sispa-ont_s53667_2,mmm-sispa-ont,clinical,s53667,ont,sispa,2,mmm-sispa-ont_s53667_2*.fastq.gz,100.0,4730,B.1.258,3.1.5
mmm-artic-ill_s68576_1,mmm-artic-ill,clinical,s68576,ill,artic,1,mmm-artic-ill_s68576_1*.fastq.gz,97.63967230727908,1373,B.1.1.7,3.1.5
mmm-artic-ont_s68576_1,mmm-artic-ont,clinical,s68576,ont,artic,1,mmm-artic-ont_s68576_1*.fastq.gz,100.0,3233,B.1.1.7,3.1.5
mmm-artic-ill_s18748_1,mmm-artic-ill,clinical,s18748,ill,artic,1,mmm-artic-ill_s18748_1*.fastq.gz,99.60045662100457,1011,B.1.177.6,3.1.5
mmm-artic-ont_s18748_1,mmm-artic-ont,clinical,s18748,ont,artic,1,mmm-artic-ont_s18748_1*.fastq.gz,100.0,778,B.1.177.6,3.1.5
mmm-artic-ill_s52247_1,mmm-artic-ill,clinical,s52247,ill,artic,1,mmm-artic-ill_s52247_1*.fastq.gz,99.9395648670427,4414,B.1.1.7,3.1.5
mmm-artic-ill_s52247_2,mmm-artic-ill,clinical,s52247,ill,artic,2,mmm-artic-ill_s52247_2*.fastq.gz,99.94963738920227,3724,B.1.1.7,3.1.5
mmm-artic-ont_s52247_1,mmm-artic-ont,clinical,s52247,ont,artic,1,mmm-artic-ont_s52247_1*.fastq.gz,100.0,658,B.1.1.7,3.1.5
mmm-artic-ont_s52247_2,mmm-artic-ont,clinical,s52247,ont,artic,2,mmm-artic-ont_s52247_2*.fastq.gz,100.0,1813,B.1.1.7,3.1.5
mmm-artic-ont_s52247_3,mmm-artic-ont,clinical,s52247,ont,artic,3,mmm-artic-ont_s52247_3*.fastq.gz,100.0,1279,B.1.1.7,3.1.5
mmm-artic-ont_s52247_4,mmm-artic-ont,clinical,s52247,ont,artic,4,mmm-artic-ont_s52247_4*.fastq.gz,99.98992747784045,1383,B.1.1.7,3.1.5
mmm-sispa-ill_s52247_1,mmm-sispa-ill,clinical,s52247,ill,sispa,1,mmm-sispa-ill_s52247_1*.fastq.gz,25.241740531829173,13,B.1.1.7,3.1.5
mmm-sispa-ill_s52247_2,mmm-sispa-ill,clinical,s52247,ill,sispa,2,mmm-sispa-ill_s52247_2*.fastq.gz,37.42277733011012,15,B.1.1.7,3.1.5
mmm-sispa-ont_s52247_1,mmm-sispa-ont,clinical,s52247,ont,sispa,1,mmm-sispa-ont_s52247_1*.fastq.gz,99.86234219715283,99,B.1.1.7,3.1.5
mmm-sispa-ont_s52247_2,mmm-sispa-ont,clinical,s52247,ont,sispa,2,mmm-sispa-ont_s52247_2*.fastq.gz,99.98656997045393,204,B.1.1.7,3.1.5
mmm-artic-ill_s13464_1,mmm-artic-ill,clinical,s13464,ill,artic,1,mmm-artic-ill_s13464_1*.fastq.gz,84.80392156862744,710,B.1.177.16,3.1.5
mmm-artic-ont_s13464_1,mmm-artic-ont,clinical,s13464,ont,artic,1,mmm-artic-ont_s13464_1*.fastq.gz,100.0,1022,B.1.177.16,3.1.5
mmm-artic-ill_s35910_1,mmm-artic-ill,clinical,s35910,ill,artic,1,mmm-artic-ill_s35910_1*.fastq.gz,99.94292237442922,5765,B.1.1.7,3.1.5
mmm-artic-ill_s35910_2,mmm-artic-ill,clinical,s35910,ill,artic,2,mmm-artic-ill_s35910_2*.fastq.gz,99.95635240397529,5834,B.1.1.7,3.1.5
mmm-artic-ill_s35910_3,mmm-artic-ill,clinical,s35910,ill,artic,3,mmm-artic-ill_s35910_3*.fastq.gz,99.9395648670427,4579,B.1.1.7,3.1.5
mmm-artic-ont_s35910_1,mmm-artic-ont,clinical,s35910,ont,artic,1,mmm-artic-ont_s35910_1*.fastq.gz,99.95635240397529,701,B.1.1.7,3.1.5
mmm-sispa-ill_s35910_1,mmm-sispa-ill,clinical,s35910,ill,sispa,1,mmm-sispa-ill_s35910_1*.fastq.gz,29.07601396723073,13,B.1.1.7,3.1.5
mmm-sispa-ill_s35910_2,mmm-sispa-ill,clinical,s35910,ill,sispa,2,mmm-sispa-ill_s35910_2*.fastq.gz,4.48562986838571,6,B.1.1.7,3.1.5
mmm-sispa-ill_s35910_3,mmm-sispa-ill,clinical,s35910,ill,sispa,3,mmm-sispa-ill_s35910_3*.fastq.gz,20.15847434864357,11,B.1.1.7,3.1.5
mmm-sispa-ont_s35910_1,mmm-sispa-ont,clinical,s35910,ont,sispa,1,mmm-sispa-ont_s35910_1*.fastq.gz,99.99664249261349,112,B.1.1.7,3.1.5
mmm-sispa-ont_s35910_2,mmm-sispa-ont,clinical,s35910,ont,sispa,2,mmm-sispa-ont_s35910_2*.fastq.gz,100.0,974,B.1.1.7,3.1.5
mmm-sispa-ont_s35910_3,mmm-sispa-ont,clinical,s35910,ont,sispa,3,mmm-sispa-ont_s35910_3*.fastq.gz,100.0,1234,B.1.1.7,3.1.5
mmm-artic-ill_s58058_1,mmm-artic-ill,clinical,s58058,ill,artic,1,mmm-artic-ill_s58058_1*.fastq.gz,99.53330647327424,2398,B.1.231,3.1.5
mmm-artic-ont_s58058_1,mmm-artic-ont,clinical,s58058,ont,artic,1,mmm-artic-ont_s58058_1*.fastq.gz,100.0,11965,B.1.231,3.1.5
mmm-artic-ill_s14131_1,mmm-artic-ill,clinical,s14131,ill,artic,1,mmm-artic-ill_s14131_1*.fastq.gz,98.78458232608112,985,B,3.1.5
mmm-artic-ont_s14131_1,mmm-artic-ont,clinical,s14131,ont,artic,1,mmm-artic-ont_s14131_1*.fastq.gz,100.0,7053,B,3.1.5
mmm-artic-ill_s32685_1,mmm-artic-ill,clinical,s32685,ill,artic,1,mmm-artic-ill_s32685_1*.fastq.gz,98.52941176470588,687,B.1,3.1.5
mmm-artic-ont_s32685_1,mmm-artic-ont,clinical,s32685,ont,artic,1,mmm-artic-ont_s32685_1*.fastq.gz,100.0,2685,B.1,3.1.5
